romaji_title,english_title,native_title,description,genres,episodes,start_date,end_date,average_score,popularity,image_url
Simoun,Simoun,シムーン,"In the peaceful theocracy of Simulicram, everyone is born female. At age 19, each maiden undergoes a special ceremony where she chooses her sex. However, only Pairs of maiden priestesses can synchronize with the ancient flying ships known as Simoun needed to defend Simulicram. These Pairs refrain from undergoing the ceremony as long as they wish to keep piloting their Simoun.<br><br>
Aer is recruited to be a Simoun pilot after a terrifying attack by an enemy nation decimates the squadron known as Chor Tempest. To earn her wings she needs to find her way into the heart of Neviril, Regina of Chor Tempest. But Neviril's heart still belongs to her previous Pair, lost in the battle when she attempted a forbidden Simoun maneuver.<br><br>
(Source: Media Blasters) ","Drama, Fantasy, Romance",26.0,2006-4-3,2006-9-25,70.0,10311,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx879-Y1AMwyonCMQf.jpg
Aa! Megami-sama!: Sorezore no Tsubasa,Oh! My Goddess: Flights of Fancy,ああっ女神さまっ それぞれの翼,"The song may say ""thank heaven for little girls"", but who is college student Keiichi Morisato supposed to thank when three honest to goodness Goddesses move in and take over his life? After all, according to most mythologies, relationships between mortals and immortals usually leads to mortifying complications, so we're already talking about an extremely mixed blessing!
 <br><br>
(Source: Crunchyroll)","Comedy, Romance, Supernatural",22.0,2006-4-7,2006-9-15,72.0,9333,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx880-ObSuNphjY7VT.jpg
Amaenaide yo!! Katsu!!,Ah My Buddha Katsu,あまえないでよっ!! 喝!!,"In this sequel, a girl named Kazusano Kazuki join up with the 6 girls and Ikko. With Kazuki around, Ikko will find himself in more embarassing situations with these priestesses-in-training.<br><br>
(Source: Anime News Network)","Comedy, Ecchi, Romance, Slice of Life, Supernatural",12.0,2006-1-4,2006-3-22,61.0,6890,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/886.jpg
Megami Kouhosei,Pilot Candidate,女神候補生,"In the future humankind has expanded and colonized other planets. Then an alien species, Victim, attacks the human colonies leaving only one planet, Zion. In an effort to stop Victim from destroying the last planet a training school, GOA, is set up to gather boys from the Zion colonies and train them to become pilots of the Ingrids AKA The Goddesses, five fighting robots that protect Zion. The boys must possess a rare blood type, EO , as well as a special ability, or EX. Zero (Candidate 88) has just arrived in GOA when he falls into the cockpit of the Ingrid Eeva-Leena. Since the synch between pilot and Ingrid are very sensitive everyone believes the Goddess will kill Zero in an attempt to synch. Just before Zero passes out he makes a full synch with the Goddess. Before he can find out more about the incident, his pilot training begins.
<br><br>
(Source: Anime News Network)","Action, Mecha, Sci-Fi",12.0,2000-1-20,2000-3-27,57.0,3861,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx888-TJnm7jOD06P1.png
BLACK LAGOON,Black Lagoon,BLACK LAGOON,"Okajima Rokuro is a Japanese businessman in a town full of Japanese businessmen. His normal day consists of social drinking with clients and being kicked around by his bosses. He finally gets a break though, as he's sent by his company to the tropical seas of Eastern China to deliver a disc. But his boat gets hijacked by a band of mercenaries hired to retrieve the disc. Rock (as he is newly dubbed by his captors) catches the interest of the only female merc Revy as she thinks he's worth a ransom, taking him hostage. However, the disc that was stolen has a terrible secret that's unknown to Rock, which causes massive confusion and chaos for both him and his kidnappers.","Action, Adventure, Drama, Thriller",12.0,2006-4-9,2006-6-25,78.0,205616,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx889-4S7N2ciq2cwA.png
Yuusha-Ou GaoGaiGar,The King of Braves: GaoGaiGar,勇者王ガオガイガー,"In the year 2005, a race of alien monsters called Zonders emerge from underground and launch a series of attacks on the city of Tokyo. The only defense against these creatures is the secret agency known as the Gutsy Geoid Guard (or 3G) and their ultimate weapon, the awesome giant robot GaoGaiGar. GaoGaiGar's pilot, Guy Shishio, is a former astronaut who was nearly killed two years before when the Zonders first crashed to earth. Guy's life was spared when a mysterious robot lion called Galeon pulled him from the burning shuttle and brought him to Earth. Guy's father, Leo, then used Galeon's technology to rebuild his shattered son as a cyborg, in the hopes that he could stop the aliens when they appear. Now, with Galeon as its core, GaoGaiGar fights to protect Earth. He is aided by a team of transforming robots and by a young boy named Mamoru, who has the power to purify the Zonders' cores, and seems to be connected to the mysterious Galeon.
<br><br>
(Source: Anime News Network)","Adventure, Mecha, Sci-Fi",49.0,1997-2-1,1998-1-31,76.0,7600,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx890-opmekyhFfZO9.jpg
Princess Princess,Princess Princess,プリンセス・プリンセス,"When beautiful Tooru transferred to an all-boys school, he received a warm welcome...but little did he know that his new classmates had nominated him for the academy's ""Princess System."" The lovely campus ""Princesses"" must dress as girls (in frilly Gothic Lolita costumes) at school events in order to lighten the stolid masculine atmosphere. Tooru balks at first, but soon comes to realize the advantages of being a ""Princess.""
<br><br>
(Source: Anime News Network)",Comedy,12.0,2006-4-5,2006-6-21,64.0,9414,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx907-jSyaYDauPpRT.png
Geneshaft,Gene Shaft,ジーンシャフト,"In the 21st century mankind was on the brink of destruction. Through genetic engineering however they eradicated such feelings as love and the desire for power. Since women are naturally less agressive than men, women to man ratio was set to 9:1. Now people are engineered to have skills that others view as being necessary. There is a giant ring that now orbits the earth, that sits there and relays information back to an alien race that sent it. Now a team of five women will try to eradicate the alien threat.
<br><br>
(Source: Anime News Network)","Adventure, Mecha, Sci-Fi",13.0,2001-4-5,2001-6-28,58.0,3005,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/909.jpg
Himawari!,Himawari!,ひまわりっ!,"Himawari Hinata recently transfered to Shinobi Gakuen to train to become the best kunoichi she can be. She wanted to be a ninja ever since she was saved by one when she was little. On her first day, she meets Hayato Madenokoji (a new transfer teacher) who saves her life. Hayato does not possess any ninja skills or traits, he is teaching the ninjas about normal society to pay off his debt. However, Himawari notices that Hayato bares the same mark on his neck as the ninja who saved her when she was young.
<br><br>
(Source: Anime News Network)","Adventure, Comedy",13.0,2006-4-9,2006-7-2,58.0,4651,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b910-4XEZfwIGeD2p.png
NINKU,NINKU,NINKU -忍空-,"In the war, a group of warriors called Ninku fought against the Imperial Army and almost annihilated it. But in the end, the Ninku lost and got shattered. After the war, the imperial army established themselves as the defender of the people with the help of propaganda. They also managed to get the people to think the Ninku were the villains and had started the war. Fusuke looks like a child but he is the former captain of the first Ninku division. His mother was taken during the war and after the Ninku were defeated, he goes on a journey to find her. On his journey he meets Aicho and Touji, both also former Ninku captains, and together they fight against the imperial army that tries to kill the last remaining Ninkus.<br><br>
The ninku is a clan of extinct ninjas who command esoteric and powerful techniques, hence a lot of other groups are constantly trying to steal their techniques to take over the country. Their primary target is Fusuke, a weird looking kid but one of the most powerful Ninku ninja. Fusuke, together with other Ninku ninja with different specialties must fight those threat that caused the downfall of the Ninku clan.
<br><br>
(Source: Anime News Network)",Adventure,55.0,1995-1-14,1996-2-24,65.0,2178,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx912-3uK0m0NF29Br.jpg
Fighting Beauty Wulong,Fighting Beauty Wulong,格闘美神 武龍,"At first glance, Mao Ran is a normal cute girl, but she is a master of a martial arts handed down by Mao family. One day, she is tricked by her grandfather, and forced to take part in the fighting match, ""Prime Mat"". First, she is reluctant to fight, but fighting against the rivals, she is gradually fascinated by the ""fighting"".<br><br>
(Source: AnimeNfo)","Action, Ecchi",25.0,2005-10-10,2006-3-26,59.0,1368,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/913.jpg
Ike! Ina-chuu Takkyuubu,The Ping-Pong Club,行け! 稲中卓球部,"Inaho Jr. High's Boys Ping Pong Club has only 6 members, the club minimum. Takeda is your average nice guy. Kinoshita is good looking and popular with girls. Unfortunately, the rest are branded as losers. Tanabe is too foreign, while Tanaka is petite and perverse. Maena and Izawa are truly deviant, and their crazed antics have earned the team some powerful enemies. In spite of their differences, the team needs to work together to retain their practice room and club status.
<br><br>
(Source: Anime News Network)","Comedy, Ecchi, Sports",26.0,1995-4-6,1995-9-28,65.0,3908,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/914.jpg
Ginga Densetsu Weed,Ginga Densetsu Weed,銀牙伝説ウィード,"A dog named Weed happens to hear that he is the son of Gin, The great leader of Ohu, Who lead the dogs of Ohu to victory in a fight against monsterous bear Akakabuto. Weed wants to find his father no matter of what. On a way to his father Weed meets many friends and enemies.
<br><br>
(Source: Anime News Network)","Action, Adventure, Drama",26.0,2005-11-3,2006-5-11,68.0,2596,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/915-Y7tGnj7BJVZq.png
